gene	S16FT	S16P	S17FT	S17P	S18FT	S18P	S19FT	S19P	S20FT	S20P	S21FT	S21P	S22FT	S22P	S23FT	S23P
ENSG00000090905.18	884	3850	2682	921	3549	806	1895	1234	2234	2877	3870	2899	2275	3032	2407	1289
ENSG00000090924.14	324	2904	1168	356	1020	246	1282	3544	1996	1484	1582	2375	1678	1313	1460	862
ENSG00000090932.10	3	16	2	10	4	56	418	5882	2	18	0	10	2	4	0	14
ENSG00000090971.4	1568	348	982	153	350	639	1496	1088	491	142	412	473	149	457	711	671
ENSG00000090975.12	198	594	647	88	640	254	549	1274	1002	660	983	338	816	347	667	151
ENSG00000090989.17	652	1855	1723	1872	1615	1311	1101	758	1223	1408	1436	1383	1222	1390	1309	1016
ENSG00000091009.7	158	500	604	596	637	377	445	326	676	707	571	586	751	815	628	337
ENSG00000091010.4	0	1	0	2	2	1	0	0	1	2	0	2	0	1	2	0
ENSG00000091039.16	126	1085	897	574	1276	473	562	443	937	713	2317	1074	1430	1354	801	442
ENSG00000091073.19	418	205	452	310	251	517	415	320	233	225	242	326	246	301	309	417
ENSG00000091106.18	14	27	90	30	36	42	109	16	56	10	22	22	64	11	35	13
ENSG00000091127.13	67	443	297	402	550	938	193	124	219	433	184	524	340	689	299	160
ENSG00000091128.12	4	102	1	5	2	4	2	2	1	3	2	25	2	3	10	6
ENSG00000091129.19	110	2783	257	252	423	265	171	434	133	1147	36	1459	38	2090	410	680
ENSG00000091136.13	318	20133	4225	896	1984	591	1935	4915	1722	3533	7755	4435	5171	2694	1058	4955
ENSG00000091137.11	12	89	20	16	40	3	28	33	19	12	45	10	44	13	11	11
ENSG00000091138.12	0	26	1	0	3	0	2	0	0	0	0	2	0	0	1	0
ENSG00000091140.12	564	1601	1653	2187	1737	2930	1196	1420	1253	1245	1552	1486	1885	2073	1438	1260
ENSG00000091157.13	157	351	388	162	526	261	308	280	321	184	598	338	597	346	404	255
ENSG00000091164.12	1123	1651	1822	1101	1522	2247	1926	1802	1489	1003	2145	2012	1554	2262	1492	1778
ENSG00000091181.19	212	4	145	7	671	140	302	5	60	113	9	330	29	21	975	3
ENSG00000091262.14	23	118	53	12	30	33	60	81	123	395	55	36	6	7	45	3
ENSG00000091317.7	2748	3989	6472	3863	8516	7375	3298	935	4577	9866	1672	8891	2254	11048	7835	2341
ENSG00000091409.14	1246	2930	2196	1187	3876	1612	2015	1333	1846	1134	3082	3753	1717	2924	2593	2653
ENSG00000091428.17	18	184	247	217	324	78	128	226	219	130	336	128	374	167	1011	148
ENSG00000091436.16	1660	1787	3433	306	5576	1260	2532	770	4422	1061	17719	1140	7642	783	3173	497
ENSG00000091482.5	8	143	12	40	17	14	56	11	6	55	15	42	2	15	16	149
ENSG00000091483.6	629	697	1360	2349	972	2353	1646	3710	877	947	1117	1005	1153	711	912	1045
ENSG00000091490.10	270	784	1226	2333	1260	1386	774	924	452	1851	267	2700	356	1715	1777	4947
ENSG00000091513.14	69	94	103	5	99	25	98	61	148	203	133	79	105	58	55	19
ENSG00000091527.15	890	3681	3412	4854	3557	3780	2788	1464	4131	4270	3610	3331	5086	3285	2821	2709
ENSG00000091536.16	94	208	283	266	101	105	123	318	222	156	101	72	80	35	202	124
ENSG00000091542.8	1011	1902	2989	1586	2627	2396	2689	1234	2852	917	2825	1790	2290	1717	3322	3209
ENSG00000091583.10	25	0	0	1	4	4	2	7	0	0	0	0	0	0	0	0
ENSG00000091592.15	714	821	2174	151	1636	174	2350	1298	2887	426	2182	548	2085	731	1592	1875
ENSG00000091622.15	222	958	552	195	642	261	274	562	710	1300	376	1859	201	2677	529	959
ENSG00000091640.7	1616	1238	1818	895	953	930	2177	1345	1529	868	1291	1441	921	1214	1461	1964
ENSG00000091651.8	34	115	103	447	156	475	69	268	48	107	62	181	20	155	65	77
ENSG00000091656.15	19	400	77	3	156	6	55	74	85	84	394	159	149	242	50	447
ENSG00000091664.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000091704.9	8	10	24	17	16	4	12	9	33	1	28	2	3	0	14	79
ENSG00000091732.15	250	462	523	734	354	735	512	519	381	420	435	388	317	468	348	530
ENSG00000091831.21	3072	350	6422	5130	5618	1224	3533	121	6449	4630	5611	4547	615	5537	5634	72
ENSG00000091844.7	7	65	37	2	16	4	37	330	8	31	9	102	25	138	24	2
ENSG00000091879.13	71	266	211	148	348	238	215	554	204	110	147	67	357	379	161	122
ENSG00000091947.9	1337	5077	1035	629	645	760	1313	910	617	397	496	815	298	700	635	1000
ENSG00000091972.18	287	713	1779	452	1602	1593	1038	208	1602	931	1008	2127	1304	885	1509	1284
ENSG00000091986.15	4773	641	14908	673	12149	1460	15101	675	13705	1011	74945	1759	25271	478	3618	3959
ENSG00000092009.10	58	29	49	2	82	4	87	2	96	0	44	0	238	0	14	1
ENSG00000092010.14	3224	2725	5610	9988	2959	8678	6119	4163	4593	10541	2114	3252	2628	3482	3425	4747
ENSG00000092020.10	311	523	602	481	514	687	731	631	658	287	699	427	689	379	413	269
ENSG00000092036.17	97	272	547	396	323	351	283	128	396	487	326	319	385	456	377	263
ENSG00000092051.16	137	1289	878	6	408	21	430	179	1130	272	1258	524	433	156	405	23
ENSG00000092054.12	1	7	1	0	1	2	0	0	0	2	0	2	0	0	0	0
ENSG00000092067.5	0	2	3	2	0	0	2	4	6	1	0	0	0	0	1	1
ENSG00000092068.19	1225	1107	1820	1182	1787	1374	1574	342	2739	596	2336	1520	822	841	1579	978
ENSG00000092094.10	594	1420	1632	878	1666	2147	1468	1459	1541	1526	1354	1654	1422	2018	1210	1048
ENSG00000092096.15	314	383	526	16	167	25	488	974	586	170	324	164	256	63	230	518
ENSG00000092098.16	29	462	386	230	501	514	159	75	470	696	363	476	315	585	494	217
ENSG00000092108.20	554	1521	1501	1065	1508	1424	988	819	1331	1053	1391	1314	1186	1045	1178	1046
ENSG00000092140.14	99	621	344	337	654	650	243	212	412	588	563	761	499	752	423	205
ENSG00000092148.12	442	4045	2681	1244	4064	3004	1604	889	2693	2385	3493	3874	2950	4697	3349	1663
ENSG00000092199.17	4822	10282	11382	10760	9397	15619	8810	6135	9702	13325	8576	11826	7488	12165	10389	10145
ENSG00000092200.12	7	30	22	47	19	7	20	2	14	18	24	13	13	10	17	5
ENSG00000092201.9	1046	2467	3116	2649	3832	5397	2039	1674	2635	3073	3288	3440	2795	4114	2964	2005
ENSG00000092203.13	842	1325	1613	1337	1816	1660	1581	1022	1800	1678	2016	1663	1963	1783	1658	1562
ENSG00000092208.16	122	261	268	258	233	474	243	180	169	249	198	212	213	132	205	217
ENSG00000092295.11	52	56	371	562	381	476	153	54	283	1645	105	1008	39	2683	336	10709
ENSG00000092330.15	397	739	1431	1137	1146	1231	1207	634	1581	1127	1273	1332	1560	1036	1287	1496
ENSG00000092345.13	0	0	1	0	3	0	0	0	1	0	4	0	0	0	0	0
ENSG00000092377.13	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000092421.16	224	3458	487	215	727	74	356	544	681	341	806	294	1412	1430	508	148
ENSG00000092439.13	282	1452	1243	1129	1473	735	735	512	1144	1327	1846	1412	1335	2604	1187	854
ENSG00000092445.11	755	2344	1722	978	593	125	909	570	1309	953	1461	1411	238	255	867	512
ENSG00000092470.11	32	55	88	127	139	203	116	704	86	102	164	158	125	110	71	69
ENSG00000092529.23	6	59	64	23	78	17	23	3	51	63	60	81	48	113	103	33
ENSG00000092531.9	473	1497	1810	1058	1664	595	1093	420	1636	1551	2110	1520	1921	2347	1690	1086
ENSG00000092607.13	0	267	6	11	10	5	19	117	11	10	32	4	19	4	2	1
ENSG00000092621.11	1269	483	2961	4616	1090	2550	1904	8605	2066	1656	1954	568	1387	654	1027	3534
ENSG00000092758.15	15	222	129	167	24	18	64	94	105	47	75	83	25	66	17	108
ENSG00000092820.17	4622	16943	3681	6657	6041	3542	4646	3081	3768	3754	1643	16106	2076	12184	10881	13843
ENSG00000092841.18	38020	12498	37145	46945	16198	18253	63269	36928	28959	24628	46784	13530	33097	9440	15460	32921
ENSG00000092847.11	631	1211	1153	787	1606	1417	1040	1291	1193	1039	1475	1244	1299	1272	1064	760
ENSG00000092850.11	2034	141	744	90	1283	605	1978	122	267	285	28	1509	31	483	3372	40
ENSG00000092853.13	8	32	11	79	48	125	16	234	8	23	12	70	5	13	19	13
ENSG00000092871.16	122	466	403	230	427	206	401	401	405	256	439	568	408	509	483	702
ENSG00000092929.11	484	538	1104	682	605	548	736	148	1366	863	473	631	398	289	713	523
ENSG00000092931.11	288	331	443	643	384	274	351	325	380	193	398	440	401	326	406	389
ENSG00000092964.17	860	2038	2734	177	2539	606	2562	1991	2933	1090	3102	2794	3972	2610	1544	4362
ENSG00000092969.11	44	738	189	16	385	198	82	88	212	375	374	668	444	470	135	61
ENSG00000092978.10	118	472	423	306	477	442	266	216	283	475	442	686	384	608	482	256
ENSG00000093000.18	706	11873	1363	1113	1374	1010	1061	1231	831	1697	888	1575	755	1314	1659	761
ENSG00000093009.9	9	58	59	526	57	408	67	720	6	39	18	132	7	46	12	47
ENSG00000093010.12	1053	2039	2199	1693	978	683	2686	1475	1602	2023	1433	1536	1060	1419	1268	1596
ENSG00000093072.15	1423	1619	1151	532	2109	1003	2135	1888	1406	1748	483	2172	646	2601	1489	682
ENSG00000093100.13	4	85	20	3	45	6	6	2	19	30	36	43	17	23	32	7
ENSG00000093134.14	47	73	74	223	103	3	60	4	150	25	2	134	27	10	647	4
