gene	S16FT	S16P	S17FT	S17P	S18FT	S18P	S19FT	S19P	S20FT	S20P	S21FT	S21P	S22FT	S22P	S23FT	S23P
ENSG00000278771.1	1	0	0	3	0	1	0	3	0	0	0	0	0	0	0	0
ENSG00000278773.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278774.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278775.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278778.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278783.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278784.1	145	122	245	107	163	357	219	150	188	173	121	136	83	168	128	152
ENSG00000278785.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278790.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278791.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000278794.1	1	0	1	1	0	2	2	1	0	0	0	0	0	0	0	0
ENSG00000278797.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278799.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278802.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278803.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278807.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278811.4	0	0	7	0	5	6	4	1	2	16	8	6	1	11	5	3
ENSG00000278813.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278815.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278816.1	10	7	6	5	4	7	10	16	7	5	5	5	7	8	2	4
ENSG00000278818.1	3	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0
ENSG00000278819.1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	0
ENSG00000278822.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278824.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278825.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278828.1	1	10	10	25	33	200	13	57	27	284	13	11	4	45	11	6
ENSG00000278829.1	0	6	0	1	5	3	0	3	9	1	5	1	5	3	5	0
ENSG00000278830.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278831.1	14	28	17	4	10	26	16	19	12	5	3	10	3	4	20	6
ENSG00000278834.1	102	83	174	71	149	77	155	81	112	88	87	152	84	141	154	175
ENSG00000278837.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278838.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278840.1	3	4	0	0	1	1	3	2	0	2	1	5	4	0	2	0
ENSG00000278842.1	0	3	1	1	7	0	0	1	0	2	1	5	0	3	2	0
ENSG00000278845.4	652	785	1022	889	644	700	882	787	695	494	900	1082	609	1560	756	994
ENSG00000278847.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278848.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278849.1	0	0	0	0	0	0	0	0	0	1	3	1	0	0	2	0
ENSG00000278851.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278852.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278854.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278857.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000278859.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278860.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278861.1	0	23	1	0	10	2	0	0	1	10	8	15	1	36	10	0
ENSG00000278862.1	1	1	1	0	1	1	0	1	0	0	0	1	0	0	0	0
ENSG00000278863.1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
ENSG00000278864.1	1	360	41	10	108	26	6	16	29	76	91	131	57	312	125	14
ENSG00000278865.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000278866.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278867.1	17	33	41	17	61	15	24	22	33	36	42	24	40	29	34	10
ENSG00000278868.1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0
ENSG00000278869.1	2	6	12	18	8	3	4	6	6	16	3	1	7	1	4	24
ENSG00000278870.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278872.1	4	13	12	0	2	0	1	1	7	1	2	41	1	113	14	75
ENSG00000278873.1	2	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0
ENSG00000278874.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278875.1	2	37	12	0	27	0	7	2	27	26	41	26	18	19	7	8
ENSG00000278876.1	30	6	16	44	8	40	30	51	7	12	5	8	2	14	7	15
ENSG00000278877.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278878.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278879.1	0	5	2	2	5	2	1	0	1	4	0	2	2	5	2	1
ENSG00000278880.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278881.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278883.1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
ENSG00000278884.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000278885.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000278886.1	1	1	3	0	0	0	2	25	0	0	0	0	0	0	0	2
ENSG00000278887.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278888.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000278889.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278890.1	0	0	1	0	2	0	2	2	1	0	5	1	1	8	2	2
ENSG00000278891.1	8	2	4	7	4	4	3	11	0	7	1	4	1	3	5	2
ENSG00000278892.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278893.1	0	34	0	1	3	0	3	1	1	3	3	9	1	4	2	27
ENSG00000278894.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278895.1	7	7	6	3	11	3	1	1	5	9	0	5	5	12	7	2
ENSG00000278896.1	1	9	2	1	2	2	5	0	2	10	0	2	1	5	2	1
ENSG00000278897.1	4	26	2	1	23	14	1	7	2	13	8	5	1	50	8	5
ENSG00000278898.1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000278899.1	16	7	15	13	7	3	15	11	15	1	16	7	8	4	6	19
ENSG00000278900.1	0	1	0	0	1	1	4	2	0	3	0	1	1	3	2	0
ENSG00000278901.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278902.1	0	0	0	13	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000278903.3	0	3	13	5	8	11	9	57	0	4	1	10	5	27	7	2
ENSG00000278905.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000278907.1	0	2	0	0	0	0	0	0	1	0	0	1	0	2	1	0
ENSG00000278908.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278909.1	25	23	9	0	4	4	13	5	7	9	5	9	3	1	1	8
ENSG00000278910.3	0	2	0	4	0	0	2	0	0	0	0	0	0	0	1	0
ENSG00000278911.1	0	3	2	0	1	0	0	0	0	0	0	0	1	1	1	0
ENSG00000278912.1	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0
ENSG00000278913.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278914.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000278915.1	0	3	0	1	2	3	0	0	0	1	0	6	0	27	2	0
ENSG00000278916.1	6	10	29	38	18	11	12	31	9	9	5	11	8	12	19	6
ENSG00000278917.1	9	30	39	3	51	31	14	29	50	59	35	36	26	83	21	6
ENSG00000278918.1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0
ENSG00000278919.1	8	1	34	12	18	5	60	264	52	29	23	15	23	8	27	10
ENSG00000278920.1	9	22	8	5	13	7	12	11	8	18	11	13	7	17	12	4
ENSG00000278921.2	42	36	45	75	12	18	32	29	19	27	9	27	19	26	22	62
ENSG00000278922.1	9	1	3	6	5	1	6	6	12	13	1	5	4	1	10	6
ENSG00000278923.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278924.1	1	4	0	0	1	0	0	0	2	0	2	3	0	1	2	1
ENSG00000278925.1	3	0	6	11	8	2	5	0	10	7	3	2	9	19	2	1
ENSG00000278926.1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000278927.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278928.1	0	0	2	0	7	0	0	0	3	3	4	1	5	1	2	0
ENSG00000278929.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278931.1	0	4	11	2	24	11	3	0	8	0	3	2	37	20	11	0
ENSG00000278932.3	5	24	50	192	91	211	19	12	14	81	18	33	12	16	66	29
ENSG00000278933.1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1
ENSG00000278934.1	8	58	29	0	26	1	25	21	31	23	92	24	43	12	15	2
ENSG00000278935.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278936.1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278937.1	3	11	5	4	5	4	6	55	4	1	7	5	4	4	0	0
ENSG00000278938.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278939.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278941.1	0	0	0	0	1	0	2	1	0	0	0	0	1	0	1	0
ENSG00000278942.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000278943.1	0	3	4	2	1	4	1	5	3	2	0	1	0	0	2	2
ENSG00000278944.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278945.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278946.1	6	5	2	12	4	3	0	0	2	1	0	12	2	31	2	4
ENSG00000278948.1	91	125	349	140	380	174	262	195	271	121	626	412	341	350	269	207
ENSG00000278949.1	11	28	10	7	17	9	10	15	10	8	12	17	14	14	19	8
ENSG00000278950.1	1	33	73	35	31	56	32	14	20	55	8	7	0	2	18	104
ENSG00000278951.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278952.1	0	7	0	2	0	1	2	13	0	8	0	2	1	1	1	0
ENSG00000278953.1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
ENSG00000278954.1	3	0	6	5	4	1	0	7	0	2	1	5	0	0	4	1
ENSG00000278955.2	0	0	0	0	1	1	0	0	0	0	4	1	0	0	2	1
ENSG00000278957.1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000278958.1	0	0	0	0	0	0	0	0	2	20	0	0	0	0	0	0
ENSG00000278959.1	15	38	45	22	35	11	31	4	27	30	50	19	21	38	30	14
ENSG00000278960.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278961.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278962.1	0	7	18	1	102	1	3	12	31	50	88	38	159	23	18	0
ENSG00000278963.1	0	3	1	1	2	5	2	2	1	1	3	1	0	1	0	3
ENSG00000278964.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278965.1	0	5	14	2	10	5	8	2	4	2	4	2	15	6	14	1
ENSG00000278966.2	1	2	1	0	0	1	0	0	1	0	2	5	1	2	0	0
ENSG00000278967.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000278969.1	0	2	2	0	2	1	0	0	4	2	1	16	0	13	1	0
ENSG00000278970.1	1141	274	1104	757	633	572	1461	1136	777	474	910	514	548	545	670	859
ENSG00000278971.1	0	0	1	0	2	0	0	4	1	0	1	2	0	2	5	1
ENSG00000278972.1	3	1	0	0	1	0	0	2	0	0	2	0	0	1	0	2
ENSG00000278973.1	0	1	0	6	0	2	0	0	3	1	1	1	0	0	0	1
ENSG00000278974.1	0	2	0	0	0	0	0	0	1	1	0	2	0	1	1	0
ENSG00000278975.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278977.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278978.1	19	30	149	62	93	93	106	28	197	79	214	68	47	78	103	172
ENSG00000278979.1	3	0	3	0	1	3	7	2	1	0	6	2	0	0	1	2
ENSG00000278980.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278981.1	6	0	1	0	1	0	2	0	1	0	6	1	2	0	0	1
ENSG00000278982.1	0	4	8	7	1	9	0	1	4	1	0	5	2	3	10	7
ENSG00000278983.1	7	15	30	1	7	10	41	34	4	7	21	28	12	2	6	22
ENSG00000278985.1	0	26	11	7	12	2	1	5	10	18	13	9	15	13	15	3
ENSG00000278986.1	0	6	6	0	11	3	0	0	2	7	3	10	4	5	4	2
ENSG00000278987.1	0	66	3	8	16	1	0	0	6	42	11	7	2	20	18	4
ENSG00000278988.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278989.1	24	78	70	23	107	184	64	80	96	67	119	92	69	77	72	34
ENSG00000278990.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278991.1	0	15	3	8	5	5	2	3	9	13	12	1	1	83	3	1
ENSG00000278992.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278993.1	3	2	17	52	7	18	16	82	11	10	2	3	2	4	7	9
ENSG00000278994.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278995.1	1	1	2	2	1	0	1	2	2	0	0	0	0	0	0	1
ENSG00000278996.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000278997.1	1	24	13	19	7	26	10	16	21	10	13	13	17	20	14	19
ENSG00000278998.1	0	0	0	0	0	0	0	1	0	1	3	1	0	0	0	0
ENSG00000278999.1	0	5	5	2	4	2	3	1	5	5	6	3	4	5	3	3
ENSG00000279000.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279001.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279002.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279004.1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279005.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279006.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279007.1	0	0	0	0	0	0	1	0	0	5	2	0	0	3	1	0
ENSG00000279009.1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279010.2	200	206	427	178	257	299	430	212	254	142	448	290	251	274	199	331
ENSG00000279011.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279012.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279013.1	10	4	5	10	27	16	12	2	15	4	6	9	5	9	29	0
ENSG00000279014.1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0
ENSG00000279015.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279016.1	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279017.1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0
ENSG00000279018.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279019.1	0	1	2	0	1	1	0	1	6	0	1	1	7	2	0	0
ENSG00000279020.1	0	0	0	0	2	1	1	0	1	1	2	0	1	1	0	1
ENSG00000279021.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000279022.1	1	16	2	4	7	2	0	1	0	3	8	7	0	20	5	1
ENSG00000279023.1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279024.1	1	1	10	7	10	6	0	0	1	0	0	4	0	1	4	0
ENSG00000279025.1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000279026.1	15	70	108	11	89	36	62	41	72	16	233	29	65	20	59	22
ENSG00000279028.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279029.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
ENSG00000279030.1	0	0	6	0	4	0	1	0	2	1	4	3	7	1	5	0
ENSG00000279031.1	26	9	13	22	9	11	13	39	10	3	7	8	5	9	5	12
ENSG00000279032.1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000279033.1	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279034.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279035.1	7	3	5	4	5	8	4	5	8	5	7	2	4	6	4	8
ENSG00000279036.1	0	0	11	0	2	0	11	0	6	5	2	0	2	0	1	2
ENSG00000279039.1	0	5	1	9	4	17	2	1	0	6	3	6	3	8	1	1
ENSG00000279040.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000279041.1	9	587	24	22	181	1	18	9	62	23	230	26	207	17	80	6
ENSG00000279042.1	0	1	1	12	3	0	2	0	5	7	0	2	1	1	2	2
ENSG00000279043.1	3	1	2	2	0	1	1	6	4	1	0	0	0	2	1	1
ENSG00000279044.1	2	5	2	1	12	4	1	0	3	3	12	2	7	6	4	0
ENSG00000279045.1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000279046.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279047.3	0	0	0	0	2	1	3	0	0	0	0	1	0	0	0	0
ENSG00000279048.1	17	36	27	32	80	21	33	14	5	16	24	52	5	54	41	15
ENSG00000279049.1	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0
ENSG00000279050.1	0	31	24	0	12	0	5	3	13	35	8	24	0	47	13	3
ENSG00000279051.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279054.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279056.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279057.1	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	2
ENSG00000279058.1	0	19	1	0	26	59	10	2	0	0	13	17	22	22	21	10
ENSG00000279059.1	76	211	137	82	222	162	104	81	123	374	193	149	101	231	144	69
ENSG00000279061.1	1	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0
ENSG00000279062.1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000279063.1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
ENSG00000279064.1	8	6	10	13	31	6	3	6	5	15	2	16	1	10	48	1
ENSG00000279065.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000279066.1	7	25	15	4	20	6	10	21	16	11	18	23	8	14	27	7
ENSG00000279067.1	0	3	2	1	0	0	0	3	0	1	0	0	2	0	0	2
ENSG00000279068.1	0	1	0	0	1	0	0	0	0	0	3	0	1	1	0	0
ENSG00000279069.1	1	11	14	26	21	16	9	14	7	58	16	40	11	42	30	27
ENSG00000279070.2	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000279071.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279072.1	8	58	38	23	66	42	31	16	30	28	26	46	24	58	52	29
ENSG00000279073.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279074.1	0	2	0	0	2	1	0	0	1	2	1	0	0	5	0	0
ENSG00000279075.1	0	6	1	2	3	2	0	0	4	1	0	0	2	0	2	1
ENSG00000279076.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279077.1	1	6	1	1	1	1	1	5	1	0	1	4	3	0	0	1
ENSG00000279078.1	1	0	0	1	1	5	2	1	1	0	2	0	0	3	0	0
ENSG00000279080.1	47	22	20	17	16	32	39	48	17	27	18	25	14	32	16	23
ENSG00000279081.1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279082.3	0	0	0	0	0	1	0	15	0	0	0	0	0	0	0	0
ENSG00000279083.1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279084.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279085.1	3	2	3	4	1	2	5	7	1	1	1	0	0	1	3	0
ENSG00000279086.1	0	3	11	11	8	2	4	1	35	1	35	11	47	16	2	7
ENSG00000279087.1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279088.1	326	343	450	416	446	780	522	457	489	714	539	376	260	444	268	327
ENSG00000279089.1	9	98	14	26	39	61	11	22	18	88	46	26	22	142	18	9
ENSG00000279090.1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000279091.1	34	14	13	1	6	3	13	28	4	6	4	5	0	8	6	16
ENSG00000279092.1	7	4	11	14	9	11	13	21	7	4	6	8	5	24	2	13
ENSG00000279093.1	0	0	0	0	1	0	1	0	0	0	0	2	0	2	1	0
ENSG00000279094.3	0	2	2	2	0	1	1	5	3	2	0	0	2	0	1	0
ENSG00000279095.1	131	249	141	111	140	92	228	263	237	291	141	189	161	215	114	169
ENSG00000279096.1	0	2	1	1	1	0	0	0	0	1	0	1	0	0	0	1
ENSG00000279097.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279098.1	0	1	0	0	3	1	0	0	0	1	0	0	1	0	1	0
ENSG00000279099.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279100.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279103.1	23	4	18	5	7	11	29	44	3	7	5	10	8	2	6	11
ENSG00000279104.1	1	5	1	0	6	0	1	2	4	4	17	7	0	0	1	0
ENSG00000279106.1	0	2	5	1	1	1	6	9	3	0	2	0	4	1	2	0
ENSG00000279107.1	2	5	3	7	3	5	4	17	2	0	2	5	6	4	0	2
ENSG00000279108.1	25	54	112	4	86	51	89	32	99	90	193	87	68	67	68	72
ENSG00000279109.1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000279110.1	6	2	3	4	2	3	2	3	4	4	4	5	3	9	2	9
ENSG00000279111.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279113.1	0	0	3	0	1	0	0	0	0	0	2	3	0	2	3	33
ENSG00000279114.1	3	3	5	7	10	4	1	6	3	7	1	7	1	4	8	3
ENSG00000279115.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279116.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279117.1	140	286	470	21	303	90	415	305	537	103	466	68	412	61	199	133
ENSG00000279118.1	51	216	221	18	208	7	243	40	163	75	448	179	137	249	180	64
ENSG00000279119.1	0	1	1	0	2	0	0	0	3	0	0	0	0	0	1	0
ENSG00000279120.1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1
ENSG00000279121.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279122.1	4	2	1	0	1	2	2	1	1	2	0	2	0	1	2	1
ENSG00000279123.1	0	0	0	0	1	0	0	0	0	0	0	4	0	0	1	0
ENSG00000279124.1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279125.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279126.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279127.1	0	0	3	0	6	1	0	0	1	2	0	0	5	2	2	0
ENSG00000279128.1	0	0	1	0	13	0	4	0	3	0	28	0	4	0	5	0
ENSG00000279129.1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
ENSG00000279130.1	1	2	6	16	2	4	4	9	3	3	0	4	3	0	4	6
ENSG00000279131.1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279132.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279133.1	10	30	44	22	65	58	33	12	45	164	19	34	60	35	48	20
ENSG00000279134.1	1	1	0	1	0	0	4	4	0	1	1	0	1	0	2	2
ENSG00000279135.1	0	4	2	4	2	4	4	3	3	1	4	6	2	0	1	1
ENSG00000279136.1	2	15	0	1	3	2	0	4	1	1	0	0	0	1	3	0
ENSG00000279137.1	1	0	4	0	2	1	0	0	5	1	1	3	1	1	0	1
ENSG00000279138.1	3	13	22	1	7	0	10	5	27	7	40	16	25	12	11	8
ENSG00000279139.1	0	4	0	2	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279140.1	41	4	10	26	2	2	7	42	3	1	3	3	0	3	0	8
ENSG00000279141.3	16	2	1	0	37	7	17	5	5	0	0	1	3	0	7	2
ENSG00000279142.1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
ENSG00000279143.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279144.1	0	2	0	3	2	4	0	0	0	1	1	0	0	0	0	0
ENSG00000279145.1	3	8	21	6	12	0	4	2	11	44	12	29	19	81	21	4
ENSG00000279146.1	0	0	1	0	0	0	0	11	0	0	1	0	0	1	0	0
ENSG00000279147.1	2	3	1	2	3	5	9	8	3	1	1	7	5	0	1	4
ENSG00000279148.1	2	2	6	6	7	5	3	11	6	2	7	2	3	0	2	6
ENSG00000279149.1	9	3	9	1	2	3	4	1	10	6	26	2	10	3	0	0
ENSG00000279151.1	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0
ENSG00000279152.1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1
ENSG00000279153.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279154.1	0	1	2	0	2	1	0	0	1	2	1	0	0	1	0	1
ENSG00000279155.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279156.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279157.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279159.1	20	9	8	4	6	6	9	21	10	8	18	15	11	13	4	7
ENSG00000279160.1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000279161.1	0	19	42	0	69	4	19	2	38	5	59	10	141	5	23	3
ENSG00000279162.1	0	14	3	2	4	2	1	2	2	5	9	9	2	5	4	1
ENSG00000279163.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279164.1	0	2	0	2	0	0	0	1	2	0	1	0	5	0	0	2
ENSG00000279165.1	2	9	6	5	10	6	4	5	7	19	7	18	10	15	1	0
ENSG00000279166.1	0	0	0	3	2	1	0	1	0	1	0	1	0	3	0	0
