gene	S16FT	S16P	S17FT	S17P	S18FT	S18P	S19FT	S19P	S20FT	S20P	S21FT	S21P	S22FT	S22P	S23FT	S23P
ENSG00000130758.7	154	582	442	67	205	234	566	2662	323	86	266	243	295	192	248	343
ENSG00000130762.14	190	1315	209	82	181	428	276	843	99	395	29	482	18	594	293	623
ENSG00000130764.9	1208	1374	1694	978	1221	2159	1760	1120	1503	1129	1342	1254	1056	1216	1169	1420
ENSG00000130766.4	328	871	546	2793	317	248	582	961	530	385	387	720	335	344	565	1486
ENSG00000130768.14	131	295	447	2464	198	784	327	155	194	1238	22	374	14	314	386	1261
ENSG00000130770.17	3343	1567	2498	7115	1381	2499	3282	2774	1199	1473	1146	1595	672	1262	2079	2775
ENSG00000130772.13	237	244	341	700	225	493	430	442	165	273	230	352	134	236	307	361
ENSG00000130775.15	61	764	807	787	721	2727	596	961	1000	1815	282	701	1299	1017	347	1273
ENSG00000130779.19	305	2082	1271	906	2198	581	932	610	1386	1289	3414	1792	2721	2423	2153	808
ENSG00000130783.13	4	15	10	2	10	6	9	16	8	7	9	16	10	10	11	4
ENSG00000130787.13	493	2007	1130	718	680	668	961	2862	712	809	398	970	349	1055	849	723
ENSG00000130803.14	409	685	829	1402	1252	2309	546	806	709	2015	809	982	717	908	854	559
ENSG00000130810.19	182	49	96	279	95	453	111	223	74	39	28	66	33	92	77	101
ENSG00000130811.11	5346	2290	5630	10089	3468	14912	7448	8197	4040	2403	3579	3239	2734	4242	2959	4939
ENSG00000130812.10	8	11	8	7	13	27	19	33	10	4	7	7	3	1	20	27
ENSG00000130813.17	807	1915	2024	1517	1297	2976	1785	1338	2046	1080	1288	1176	1116	845	1422	2062
ENSG00000130816.14	148	909	1274	1685	1900	4303	860	1652	1008	727	882	1994	1100	1546	1536	687
ENSG00000130818.11	386	481	647	600	843	1510	545	622	689	565	892	496	582	634	485	469
ENSG00000130821.15	454	717	784	1132	941	2059	940	532	679	391	709	231	478	596	958	1160
ENSG00000130822.15	194	142	551	505	135	194	409	8	235	172	581	18	511	57	252	107
ENSG00000130826.16	543	1230	1418	2629	1555	4185	1144	1818	1229	1832	835	1568	837	1657	1250	707
ENSG00000130827.6	732	2857	2137	1867	1574	1899	1275	1733	2170	2376	1137	1870	766	2690	1998	1624
ENSG00000130829.17	4	210	15	33	5	58	4	43	5	60	0	34	1	7	0	8
ENSG00000130830.14	290	993	1053	283	448	259	1081	5142	1026	240	778	329	893	259	560	471
ENSG00000130844.16	193	759	1064	241	1274	244	418	365	7192	612	663	1047	7465	630	1658	508
ENSG00000130856.15	84	645	358	100	703	322	188	160	330	326	588	468	324	606	551	168
ENSG00000130876.11	1	2	2	2	2	2	0	3	1	6	0	4	4	0	1	1
ENSG00000130881.13	253	973	1240	301	461	425	832	1610	830	371	902	644	693	524	516	865
ENSG00000130921.7	263	362	460	761	336	547	417	629	322	557	325	285	227	288	327	442
ENSG00000130935.9	379	1049	1197	1486	1225	2066	757	742	906	3343	806	1189	941	1340	1041	713
ENSG00000130939.18	524	1850	1408	737	1776	1730	1104	760	1306	1923	2232	1751	1391	2437	1455	948
ENSG00000130940.14	155	627	543	138	945	501	352	614	468	293	472	501	508	159	1079	94
ENSG00000130943.6	1	10	3	0	6	20	3	0	8	9	21	8	10	12	12	2
ENSG00000130948.9	114	27	102	60	88	87	90	51	104	153	71	82	31	58	77	115
ENSG00000130950.13	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0
ENSG00000130956.13	213	380	610	202	489	398	744	491	760	217	686	248	1284	210	342	538
ENSG00000130957.4	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSG00000130958.11	241	595	640	551	572	772	672	498	545	546	612	728	542	658	620	648
ENSG00000130962.17	23	782	196	202	262	170	100	26	201	547	296	245	386	233	223	399
ENSG00000130985.16	3645	11625	8756	13584	8120	16303	8072	6399	7457	18332	8158	10759	5067	7726	9258	11145
ENSG00000130988.12	38	513	201	360	130	249	142	73	249	406	248	240	450	151	135	346
ENSG00000130997.16	131	170	120	49	104	25	86	134	114	194	112	122	31	123	94	114
ENSG00000131002.11	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000131007.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000131013.3	129	959	724	591	823	345	407	223	802	571	756	952	1091	772	874	461
ENSG00000131015.4	0	5	4	4	3	2	2	17	5	7	2	3	5	1	3	20
ENSG00000131016.16	594	3867	2589	745	3224	481	1868	471	5486	5115	5083	1733	13542	606	1652	2926
ENSG00000131018.22	500	2893	4367	233	5143	132	2169	361	4002	1612	5947	3816	7084	2830	6404	1983
ENSG00000131019.10	2	40	7	8	9	7	2	0	5	7	5	32	2	11	18	11
ENSG00000131023.12	159	1415	918	373	1135	308	535	297	824	774	1261	1011	1114	1229	983	365
ENSG00000131037.14	4289	1235	3404	2927	1654	1573	3752	248	1205	1894	153	4426	99	3670	3830	17654
ENSG00000131042.14	42	188	341	59	173	144	240	62	593	51	176	153	461	111	144	92
ENSG00000131043.11	564	1052	1088	818	899	1442	1239	1259	1256	767	1223	902	956	1097	897	1156
ENSG00000131044.16	591	46	452	11	1252	261	766	38	100	154	21	950	26	859	2016	11
ENSG00000131050.10	3	0	4	2	0	3	1	0	3	1	0	1	0	9	5	27
ENSG00000131051.21	3757	9919	10115	5141	10441	9804	7136	10322	10025	10195	9672	9721	7969	17463	9174	6703
ENSG00000131055.4	106	26	113	33	31	21	155	580	84	9	122	9	42	8	45	38
ENSG00000131059.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000131061.13	84	174	196	239	141	170	200	148	179	145	127	214	130	189	239	193
ENSG00000131067.16	553	797	1372	853	838	1211	1264	1438	1136	2165	929	878	587	835	839	872
ENSG00000131068.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000131069.19	1102	901	1621	1064	1529	2085	1848	967	1450	1836	1455	1256	1650	2061	1272	1158
ENSG00000131080.14	60	1071	213	6	276	11	175	45	228	177	227	859	98	685	382	658
ENSG00000131089.14	172	1037	733	308	942	325	622	591	762	898	1717	619	1270	537	726	354
ENSG00000131094.3	6	25	15	32	3	5	34	363	7	17	97	24	4	76	9	321
ENSG00000131095.11	3	8	21	1	15	62	19	86	5	3	3	14	24	6	8	13
ENSG00000131096.10	72	615	18	1	9	9	16	8	6	3	1	3	3	2	6	23
ENSG00000131097.6	101	33	127	28	29	18	135	534	66	19	120	7	19	6	66	28
ENSG00000131100.12	1421	2585	3021	3621	1794	1352	3918	2653	2437	2002	2818	1809	2816	1483	1932	3851
ENSG00000131115.15	138	461	363	210	348	203	222	139	264	353	419	337	292	343	356	231
ENSG00000131116.11	1252	744	943	610	372	737	1325	1967	626	304	665	524	354	489	502	1785
ENSG00000131126.18	2	3	1	2	3	5	9	191	0	3	2	1	0	1	1	2
ENSG00000131127.13	152	307	277	239	287	105	225	430	227	409	249	327	328	524	234	107
ENSG00000131142.13	7	6	4	6	2	16	11	3	2	20	2	5	2	4	2	1
ENSG00000131143.8	13576	3606	8603	19440	3960	9436	12851	16975	4979	5265	5172	5267	3614	4887	4366	9519
ENSG00000131148.8	257	389	664	1094	391	889	656	704	463	388	417	442	411	380	396	649
ENSG00000131149.18	383	3756	1711	994	2045	1063	1275	1242	1591	2318	3070	2508	1301	2880	2531	1127
ENSG00000131152.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000131153.8	39	98	88	463	48	181	172	1708	42	45	22	120	19	99	25	84
ENSG00000131165.14	1843	1756	2210	2436	1295	2080	2618	1362	2148	1621	1785	1856	1314	1496	1817	3215
ENSG00000131171.12	1391	2836	4700	2221	5393	1650	3867	865	6219	2580	14968	2846	8761	1567	3441	2229
ENSG00000131174.4	1889	1035	2356	5762	1773	4355	3851	15045	1598	2788	1604	1485	1651	1513	1708	2257
ENSG00000131183.10	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000131187.9	37	38	33	19	15	116	40	462	12	6	4	12	3	11	15	125
ENSG00000131188.11	157	43	54	119	32	78	83	66	24	26	2	48	8	63	67	92
ENSG00000131196.17	203	156	406	40	403	377	544	368	1156	124	472	272	1052	306	302	376
ENSG00000131203.12	16	732	153	896	170	1043	129	24	47	63	13	110	43	87	106	47
ENSG00000131233.9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000131236.16	1398	4224	5524	2899	5086	4126	5095	2361	5545	4383	11746	4702	7904	3814	4174	6619
ENSG00000131238.16	1269	2820	3238	2746	3005	5353	2517	1639	2911	3045	2774	2469	3899	2646	2047	2537
ENSG00000131242.16	429	569	724	604	1336	3222	614	1385	583	627	88	1090	66	2277	1208	907
ENSG00000131263.12	353	1467	1055	1044	1359	1071	882	843	1245	1343	1292	1478	1147	1737	1351	728
ENSG00000131264.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000131269.15	262	453	567	847	614	737	480	899	499	658	722	500	454	617	434	316
ENSG00000131323.14	251	748	1163	1169	987	1197	774	394	781	697	868	1142	661	1177	1212	839
ENSG00000131351.14	115	80	186	347	159	718	262	779	116	123	84	133	151	114	127	147
ENSG00000131355.14	0	0	4	3	14	16	8	0	55	2	5	9	13	3	9	0
ENSG00000131368.7	1559	2096	2123	3244	2796	5204	2080	2892	1381	2758	1554	2166	1344	2479	1754	1313
ENSG00000131370.15	715	1579	3188	1111	3141	1423	2081	462	5826	2362	5666	1804	5432	1270	2784	2090
ENSG00000131373.14	318	361	462	410	343	412	449	316	407	259	285	347	299	391	414	489
ENSG00000131374.14	598	1679	1393	1345	2219	1320	942	550	1456	1550	2048	1529	1462	2418	1579	1021
ENSG00000131375.9	308	1086	1017	719	1388	966	707	418	1022	1003	1208	959	1346	1212	1042	488
ENSG00000131378.13	445	896	1715	1182	1104	925	1587	805	1419	1415	2231	706	2514	128	1007	1500
ENSG00000131379.9	0	6	0	1	6	9	0	0	6	23	1	1	0	12	5	0
ENSG00000131381.12	612	1078	1049	748	1373	1022	948	780	1219	877	1780	876	1423	853	888	613
ENSG00000131386.17	45	64	394	25	276	23	305	149	331	139	371	94	705	113	100	37
ENSG00000131389.16	97	2731	568	639	1569	474	348	218	689	2179	679	2630	468	2780	1370	478
ENSG00000131398.13	844	2006	1422	150	1658	137	2001	171	763	463	31	1493	70	255	2340	68
ENSG00000131400.7	214	2358	97	31	40	29	134	77	29	29	18	67	11	59	55	59
ENSG00000131401.11	266	160	499	35	122	61	718	29	102	17	57	107	86	120	158	201
ENSG00000131408.13	1104	1462	1906	1081	1067	856	2244	1066	2179	828	1359	1188	1597	1009	1368	1908
ENSG00000131409.12	128	244	343	2	154	6	343	99	214	39	175	65	98	10	146	8
ENSG00000131435.12	499	326	1167	289	444	201	1532	236	1287	183	957	1284	1460	1524	535	1781
ENSG00000131437.15	93	1100	460	123	817	226	309	264	379	546	648	922	548	957	1122	310
ENSG00000131446.16	2679	3553	4443	3278	2773	2257	5090	4227	3562	2462	4746	2829	3664	2199	2716	4098
ENSG00000131459.12	147	396	892	25	877	26	447	70	1751	188	1084	296	3767	130	438	1848
ENSG00000131462.7	105	369	543	389	280	656	532	759	287	143	306	510	356	332	324	630
ENSG00000131467.10	443	1552	1482	1311	1780	1700	1208	1141	1559	1826	1391	2019	1646	1953	1738	1300
ENSG00000131469.12	26256	8396	18186	14990	8016	17391	28887	31737	13361	7750	11631	11351	9397	12338	8070	19199
ENSG00000131470.14	132	213	162	129	208	198	240	580	122	58	192	209	141	135	182	89
ENSG00000131471.6	888	51	3484	90	5566	68	4150	271	5610	89	18335	181	15229	29	2034	46
ENSG00000131473.16	643	3143	2211	1301	2726	1822	1684	1453	1728	1283	2101	3595	2495	2272	3356	1533
ENSG00000131475.6	884	1113	1331	1126	862	1308	1534	1839	945	1150	693	1092	611	942	1131	1893
ENSG00000131477.10	413	94	929	146	479	180	983	1234	640	59	811	85	612	42	242	202
ENSG00000131480.8	12	12	56	16	59	44	50	48	42	53	77	25	29	26	54	27
ENSG00000131482.9	1	1	1	1	1	0	0	0	1	1	0	0	0	1	0	0
ENSG00000131484.4	0	11	6	0	9	10	2	0	5	10	5	9	5	6	15	2
ENSG00000131495.8	1392	732	1181	2475	534	937	1901	2772	704	816	636	632	458	1054	675	1844
ENSG00000131503.20	34	84	39	53	103	40	43	67	70	102	78	56	64	237	72	18
ENSG00000131504.15	604	2432	2186	3500	2438	2083	1825	958	2264	8045	1416	3722	2144	7304	3215	2964
ENSG00000131507.10	1129	3463	3209	2923	3260	1611	2674	2659	3084	2831	3470	3160	3227	4334	2756	3412
ENSG00000131508.15	1560	3378	2804	2983	2656	2244	3086	2671	2439	2119	2014	4267	2061	3843	3077	1817
ENSG00000131538.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000131548.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000131558.14	1475	1534	1590	1567	2044	2081	1733	1344	1451	2151	1799	2211	1613	2847	2093	1444
ENSG00000131584.18	1010	1238	2926	601	1050	245	1982	1946	2498	540	3172	1061	1156	734	1480	1893
ENSG00000131591.17	504	458	511	805	308	861	595	578	320	234	220	443	149	323	387	507
ENSG00000131620.17	1132	163	2132	93	3364	4198	3169	230	2704	756	2353	1495	2720	2294	2508	2627
ENSG00000131626.16	129	1453	1046	971	1836	1822	615	529	1035	1300	1315	1444	1263	1535	1207	730
ENSG00000131634.13	141	188	699	105	343	78	850	742	412	109	433	126	510	41	212	120
ENSG00000131650.13	74	4	118	272	12	104	25	25	20	15	1	24	0	13	69	20
ENSG00000131652.13	534	531	973	1197	308	712	1028	572	1321	650	339	648	472	647	428	1464
ENSG00000131653.12	588	1796	2217	3291	1507	2124	1826	727	1988	1730	1593	2657	1627	2744	2275	2088
ENSG00000131668.13	2	2	1	2	0	0	8	0	1	2	2	0	0	0	0	6
ENSG00000131669.9	965	1375	1886	893	742	861	2342	1004	1664	711	976	864	1434	774	913	4941
ENSG00000131686.14	0	1	0	0	0	1	0	2	0	0	0	0	1	0	1	0
ENSG00000131697.17	210	493	490	112	666	498	520	317	367	394	261	841	244	736	1103	401
ENSG00000131711.14	628	999	1938	1298	3682	679	2716	4221	1870	597	7653	636	7112	5653	1337	1801
ENSG00000131721.5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
ENSG00000131724.10	791	2463	2966	2073	3750	1334	3025	5469	2644	2647	4406	3882	4752	4559	3370	3507
ENSG00000131725.13	67	388	462	241	576	225	252	167	472	583	662	450	813	347	570	284
ENSG00000131730.15	66	530	183	460	183	79	222	154	194	302	302	197	348	194	146	116
ENSG00000131732.11	128	821	717	607	469	362	455	225	489	525	655	559	575	752	512	429
ENSG00000131737.5	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	1
ENSG00000131738.10	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	3
ENSG00000131746.12	3	263	3	0	269	8	6	1	11	298	1	431	19	1061	116	4926
ENSG00000131747.14	17	442	170	1088	1113	3593	281	3042	87	191	666	997	56	426	177	173
ENSG00000131748.15	1079	1862	1523	1676	894	869	1534	1381	1297	1435	1144	1303	845	1301	1039	1394
ENSG00000131759.17	528	591	1480	443	962	477	1494	438	1832	478	854	1112	2249	1492	1477	2056
ENSG00000131771.13	326	1558	2602	2595	523	439	881	27	433	580	35	770	38	5617	2154	1371
ENSG00000131773.13	80	155	287	80	254	76	304	307	385	423	379	638	563	1443	242	1091
ENSG00000131778.17	418	1190	1519	1098	1245	1771	1061	959	937	1000	1156	1064	1059	969	876	880
ENSG00000131779.10	378	861	1074	936	779	1002	809	551	566	800	786	930	519	800	732	889
ENSG00000131781.12	47	83	120	66	117	34	44	38	107	124	281	53	66	21	105	11
ENSG00000131788.15	342	2101	1784	490	2455	1135	1241	350	1894	1252	1809	2629	1397	1145	2781	1607
ENSG00000131791.7	417	764	859	490	1258	819	839	1174	729	559	2709	546	891	572	697	297
ENSG00000131797.12	237	508	620	518	544	398	404	350	439	653	415	760	197	800	642	557
ENSG00000131808.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000131828.13	1122	1883	2103	2928	2152	4931	2494	6247	1682	1740	1485	1688	1619	1808	1710	1466
ENSG00000131831.17	920	631	1978	1320	1659	1388	1886	284	2297	869	2618	1378	1506	1051	1447	268
ENSG00000131844.15	278	2068	1301	1797	1539	1051	852	506	970	3073	939	2612	727	3638	1598	852
ENSG00000131845.14	51	474	355	143	604	257	266	113	392	239	576	429	447	445	442	177
ENSG00000131848.9	106	123	141	105	173	89	146	97	129	87	73	206	64	135	262	73
ENSG00000131849.10	102	96	145	76	172	93	151	28	90	90	215	182	75	124	234	158
ENSG00000131864.10	1	1	0	0	0	0	0	3	0	0	0	1	0	1	1	0
ENSG00000131871.14	659	1076	1269	1838	851	812	1548	1584	1080	491	914	988	1349	933	888	1208
ENSG00000131873.5	185	1752	928	418	938	424	672	804	1834	434	921	1406	3761	1344	740	618
ENSG00000131876.16	543	846	1091	1832	850	1215	876	840	800	730	762	925	683	1339	766	597
ENSG00000131885.16	0	2	17	0	3	0	10	1	10	18	9	8	0	1	12	4
ENSG00000131899.10	205	1067	1155	456	737	457	642	409	1031	440	1270	812	657	788	963	923
ENSG00000131910.4	5	26	1	0	0	5	186	3608	0	0	1	0	0	0	0	2
ENSG00000131914.10	1	3	2	1	3	1	4	48	1	1	1	2	2	1	1	0
ENSG00000131931.8	116	212	257	205	246	169	216	166	232	200	300	244	254	267	277	217
ENSG00000131941.7	310	3200	720	1525	1049	1091	533	672	451	2725	67	1472	57	697	2270	739
ENSG00000131943.17	310	626	710	692	524	384	662	759	614	704	720	543	607	384	489	632
ENSG00000131944.9	27	48	70	273	58	195	60	375	57	101	61	54	26	43	35	73
ENSG00000131951.10	2	0	6	0	22	0	4	0	5	7	0	6	1	0	41	0
ENSG00000131966.13	657	1315	1709	805	1507	1580	1580	1571	1559	895	1728	1332	1715	1270	1313	1371
ENSG00000131969.14	21	102	16	30	15	10	6	4	2	7	7	134	4	51	18	15
ENSG00000131979.18	22	181	205	156	168	179	143	485	355	145	56	105	290	124	138	101
ENSG00000131981.15	3746	4335	7103	3484	3885	3949	7830	528	6965	5272	7628	4671	2843	6218	5078	5619
ENSG00000131982.5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000132000.11	30	203	74	89	70	511	88	63	19	50	8	135	15	41	62	333
ENSG00000132002.7	2315	1363	3726	5323	2321	4548	3463	2520	6170	4982	3283	1974	3735	2137	3697	3703
ENSG00000132003.9	57	260	271	322	443	1621	190	182	224	271	124	469	156	480	266	333
ENSG00000132004.12	927	269	459	415	563	3492	855	812	210	361	173	530	64	339	654	409
ENSG00000132005.8	222	315	506	404	462	1099	419	254	460	436	274	500	270	461	573	340
ENSG00000132010.15	38	4	31	10	28	91	35	24	19	22	7	32	6	30	41	16
ENSG00000132016.11	123	40	139	376	379	2116	189	1108	126	70	31	71	37	69	136	71
ENSG00000132017.10	302	430	1065	1313	1333	7271	862	787	776	642	477	712	399	679	779	742
ENSG00000132024.17	1195	858	1885	2191	2692	12312	2013	3418	1308	1390	837	1191	687	1082	1702	1419
ENSG00000132026.13	0	0	0	0	5	33	70	1284	1	1	0	0	0	0	0	0
ENSG00000132031.12	4	46	24	4	35	16	32	18	28	14	80	69	43	26	47	36
ENSG00000132109.9	191	326	736	321	479	520	751	337	953	525	559	434	517	327	613	747
ENSG00000132122.11	379	363	562	203	842	306	444	140	378	440	602	756	456	488	1231	180
ENSG00000132128.16	849	2507	3046	3896	2438	2961	2645	928	2778	3000	2828	4348	1953	3253	2829	2468
ENSG00000132141.13	91	88	144	29	90	132	112	54	123	92	76	151	33	106	116	68
ENSG00000132153.14	982	2069	2225	2350	1879	3634	1799	1599	1907	2183	1584	2367	1503	1669	2164	1816
ENSG00000132155.11	543	3002	2569	1822	3042	3343	2087	1210	3098	3837	3113	2325	2939	2359	2365	1649
ENSG00000132164.9	14	12	99	1	44	79	19	24	84	82	62	12	9	25	48	172
ENSG00000132170.19	46	381	196	47	156	19	164	249	169	72	392	91	193	12	118	84
ENSG00000132182.11	323	1398	998	1507	1188	2954	719	2526	568	1452	134	1531	181	1296	854	401
ENSG00000132185.16	0	1	13	4	2	2	1	1	8	5	3	0	3	0	2	0
ENSG00000132196.13	150	163	265	223	155	279	274	195	133	171	119	251	100	162	227	228
ENSG00000132199.18	953	3696	2355	1239	3302	1869	1633	809	2062	5924	1480	2636	1325	2519	2993	1088
ENSG00000132204.13	0	1	4	1	1	6	0	3	2	1	4	0	1	0	4	1
ENSG00000132205.10	491	748	1053	285	988	2286	1149	458	1034	782	1571	501	845	289	685	213
ENSG00000132207.17	0	2	0	0	2	0	0	0	0	1	1	2	1	0	1	0
ENSG00000132254.12	1047	1184	1672	794	1463	2924	1861	1616	1554	2306	1063	1663	1013	1331	1711	1824
ENSG00000132256.18	220	872	742	311	823	384	515	185	562	602	893	900	645	860	751	786
ENSG00000132259.12	30	4	170	14	413	29	98	9	27	9	7	80	11	10	590	5
ENSG00000132274.15	310	3073	1759	543	3349	738	1712	327	3600	1574	2999	4225	2680	1432	3369	2754
ENSG00000132275.10	490	346	533	430	539	735	743	576	378	436	733	497	422	474	409	457
ENSG00000132286.11	467	520	890	568	898	752	890	626	859	784	878	726	809	654	768	677
ENSG00000132294.14	342	2877	1496	1786	1945	893	976	453	1367	4389	2694	1680	1808	2692	1973	903
ENSG00000132297.11	46	45	36	309	36	90	56	7	27	42	7	98	12	183	40	22
ENSG00000132300.18	502	2461	1867	2364	2363	3206	1348	983	1408	2370	1667	2103	1473	2434	1731	1112
ENSG00000132305.20	890	1360	1953	2521	1804	3105	2088	2745	1518	1681	1975	1721	1990	1642	1614	1656
ENSG00000132313.14	409	723	855	973	845	1280	821	819	537	744	1116	888	848	801	722	620
ENSG00000132321.16	305	307	439	253	574	642	377	44	274	666	54	1275	48	885	797	788
ENSG00000132323.8	795	751	1153	664	668	1442	1373	1897	1002	780	777	659	757	722	687	960
ENSG00000132326.11	199	366	748	246	1086	290	784	531	3301	1256	1139	1471	1646	1656	837	261
ENSG00000132329.10	4162	62	4154	416	650	161	6586	3184	3362	256	2207	418	447	103	831	836
ENSG00000132330.16	9	66	61	59	104	130	37	82	62	106	52	110	57	76	67	23
ENSG00000132334.16	68	241	539	62	601	156	393	110	579	254	406	1144	1136	1206	550	405
ENSG00000132341.11	1709	4410	4608	9772	3210	8139	4633	7379	3793	3702	2955	4536	3230	4359	3470	4420
ENSG00000132356.11	345	1514	1530	789	2631	1031	1104	488	1510	1734	2992	2027	3136	2819	2112	760
ENSG00000132357.13	99	415	405	168	358	89	236	73	251	176	417	452	432	281	396	255
ENSG00000132359.14	121	771	814	276	987	766	933	2125	979	326	577	941	156	660	1528	541
ENSG00000132361.16	1229	2953	1668	1779	1237	3012	1826	2535	1096	1121	853	1613	818	1467	1515	1180
ENSG00000132376.19	585	769	950	510	533	252	965	1053	906	483	842	652	655	592	562	904
ENSG00000132382.14	751	1384	2060	1127	1277	2260	1504	763	1661	2084	927	2349	1197	2469	1796	1157
ENSG00000132383.11	890	1329	2241	1016	2152	1866	1718	1205	2058	1145	2415	1930	1887	1994	2012	1639
ENSG00000132386.10	1989	1512	18780	195	5694	393	10787	1903	8438	537	17221	3475	15837	790	4413	679
ENSG00000132388.12	266	1062	1092	664	1121	898	881	632	1031	700	1764	974	1564	959	1017	840
ENSG00000132394.10	430	351	615	353	357	881	614	729	556	442	470	331	288	262	366	617
ENSG00000132405.18	432	1966	2016	1778	2234	2732	1361	1586	1927	2044	1776	3071	1922	3515	1922	1506
ENSG00000132406.11	216	572	691	832	544	858	592	366	560	530	443	569	452	495	496	505
ENSG00000132423.11	129	168	253	332	131	283	249	515	172	125	119	117	168	120	148	99
ENSG00000132424.14	1438	9013	6383	2708	7598	2268	3339	1668	5890	3786	9836	6924	6181	8056	6902	2702
ENSG00000132429.9	4	6	7	0	1	0	13	25	1	11	0	13	1	215	1	2
ENSG00000132432.13	1610	884	1181	2706	669	1944	1974	3315	745	691	1103	804	581	1172	586	2143
ENSG00000132434.9	307	1128	720	819	666	907	448	805	660	696	673	638	364	792	580	465
ENSG00000132436.11	99	400	357	327	361	366	147	449	165	166	444	338	201	688	353	194
ENSG00000132437.17	0	235	2	38	6	0	342	3755	6	67	0	1	5	0	1	0
ENSG00000132446.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000132463.13	1098	3509	2566	6008	2427	3638	1995	1671	2117	3099	2428	2777	1886	2846	2244	2231
ENSG00000132464.11	2	81	9	3	21	0	9	6	15	1	51	0	72	0	13	0
ENSG00000132465.10	323	19	6882	28	11615	1394	1967	104	2511	189	31	16	2260	6	184	116
ENSG00000132466.17	632	2865	1961	2073	3639	1940	1099	870	1543	3257	2390	3025	1979	4555	2526	1081
ENSG00000132467.3	382	842	1188	1875	824	1209	915	596	1099	978	752	1003	856	913	990	912
ENSG00000132470.13	1725	139	3869	2792	3250	4535	2577	106	2072	1353	1396	15209	1482	15218	5307	27432
ENSG00000132471.11	2587	1801	3525	3070	2628	2796	4373	2421	3772	1771	2218	2946	2500	3390	3802	3490
ENSG00000132475.9	10421	7511	24514	18375	15218	15753	16199	9076	30586	10818	8209	14093	15812	15821	15650	18314
ENSG00000132478.9	580	812	1396	1044	1150	1146	1031	875	1482	671	850	1268	912	938	1335	771
ENSG00000132481.6	335	288	1487	1088	807	2934	1396	1091	732	417	949	1311	694	570	842	2518
ENSG00000132485.13	1131	3651	3924	2991	4683	3750	2616	1606	3640	4732	5165	3942	3015	5187	3275	2093
ENSG00000132507.17	3026	3829	5560	13242	2796	6061	5561	5353	4110	6400	2799	3827	3158	3741	3705	6015
ENSG00000132510.10	242	1269	802	292	1183	410	654	989	3017	852	1067	1548	2355	1386	1383	720
ENSG00000132514.13	80	92	732	10	165	72	463	35	204	28	455	136	774	17	113	40
ENSG00000132517.14	54	36	18	2	169	1033	63	17	8	27	1	21	3	21	79	52
ENSG00000132518.6	35	4	9	1	9	16	5	31	3	4	0	21	0	9	7	42
ENSG00000132522.15	16	62	113	42	77	35	82	61	100	53	97	74	76	59	99	51
ENSG00000132530.16	997	4825	3089	1983	3438	2341	3176	2232	5645	8255	2381	2303	2284	2010	2389	1897
ENSG00000132535.18	220	1306	1643	64	742	193	826	448	1508	681	2288	1436	859	1084	919	1066
ENSG00000132541.10	227	992	349	463	293	486	325	187	207	479	269	228	202	324	272	291
ENSG00000132549.18	141	1318	1048	287	1441	416	505	264	1289	2176	2012	873	1202	1657	1127	566
ENSG00000132554.19	262	154	307	12	398	125	351	55	201	156	265	207	122	21	948	10
ENSG00000132561.13	952	1624	2728	864	2303	546	2591	1821	3971	1549	7940	934	4486	795	1499	612
ENSG00000132563.15	136	164	271	333	117	659	348	1624	298	80	301	130	253	24	128	615
ENSG00000132570.14	155	317	327	303	323	261	238	175	233	435	271	350	179	678	339	116
ENSG00000132581.9	889	1032	1280	2088	719	826	1485	1275	1012	1019	946	907	816	700	759	1449
ENSG00000132589.15	1941	1976	2958	1764	2124	2464	3203	2052	2702	1267	1734	2659	2276	1917	3827	3007
ENSG00000132591.11	752	1015	1301	1014	810	1342	1441	1457	1038	691	1026	1096	727	960	900	1168
ENSG00000132600.16	963	841	1374	1130	804	667	1186	852	1059	802	953	941	523	656	897	823
ENSG00000132603.13	193	487	516	863	494	651	439	207	487	774	346	661	525	686	603	411
ENSG00000132604.10	302	610	818	720	651	556	604	331	740	707	709	788	738	663	686	622
ENSG00000132612.15	1293	958	1392	1667	738	841	1991	1340	1441	956	1020	836	1067	868	804	1555
